Sentence,Aspect,Polarity
"nhưng sau đó lại đổi số , làm_việc không được tốt lắm so với mấy lần trước mình đi .",['SERVICE#GENERAL'],[{'SERVICE#GENERAL': 'negative'}]
đĩa đồ_ăn nào cũg ra kèm với phần rau vừa đẹp_mắt vừa ngon .,"['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS']","[{'FOOD#QUALITY': 'positive'}, {'FOOD#STYLE&OPTIONS': 'positive'}]"
nhưng ăn vào thì vị lạ lắm nha .,['FOOD#QUALITY'],[{'FOOD#QUALITY': 'positive'}]
nhân_viên phục_vụ thì quá lịch_sự luôn .,['SERVICE#GENERAL'],[{'SERVICE#GENERAL': 'positive'}]
quán to_đùng ngay mặt đường xã đàn nhìn rõ là xịn sò .,"['LOCATION#GENERAL', 'AMBIENCE#GENERAL']","[{'LOCATION#GENERAL': 'positive'}, {'AMBIENCE#GENERAL': 'positive'}]"
"nhân_viên vui_vẻ , nhiệt_tình , pha thức uống nhanh không phải đợi lâu .",['SERVICE#GENERAL'],[{'SERVICE#GENERAL': 'positive'}]
"trà ô long vải kem cheese và oolong phô_mai xoài khá là ngon , cheese đặc mà thơm .","['DRINKS#QUALITY', 'DRINKS#STYLE&OPTIONS']","[{'DRINKS#QUALITY': 'positive'}, {'DRINKS#STYLE&OPTIONS': 'neutral'}]"
"ly kia là raspberry black currant cũng ngon , chua_chua ngọt ngọt dễ_chịu .",['DRINKS#QUALITY'],[{'DRINKS#QUALITY': 'positive'}]
do có mã khuyến_mãi tặng nên sẵn nay quán khai_trương ghé luôn .,['RESTAURANT#MISCELLANEOUS'],[{'RESTAURANT#MISCELLANEOUS': 'positive'}]
chỗ ngồi vỉa_hè nê bụi .,['AMBIENCE#GENERAL'],[{'AMBIENCE#GENERAL': 'negative'}]
"nhưng dù_sao ăn cũng khá ngon , và cuối_cùng mình cũng đã ăn hết .",['FOOD#QUALITY'],[{'FOOD#QUALITY': 'positive'}]
đồ uống không quá ngon xuất_sắc nhưng so với giá thì mình thấy vầy là ổn rồi .,['DRINKS#QUALITY'],[{'DRINKS#QUALITY': 'positive'}]
"bữa sáng sớm đến quán mà thấy đóng_cửa , hàng_xóm gần đó chỉ mới biết dọn ra gần đầu hẻm rồi .",['LOCATION#GENERAL'],[{'LOCATION#GENERAL': 'neutral'}]
"đồ_ăn mình thấy bình_thường , nước lẩu chưa thực_sự đậm_đà nhưng giá_thành khá rẻ .","['FOOD#QUALITY', 'FOOD#PRICES']","[{'FOOD#QUALITY': 'neutral'}, {'FOOD#PRICES': 'positive'}]"
"vào trong quán thì không_gian rất rộng , lại đẹp nữa .",['AMBIENCE#GENERAL'],[{'AMBIENCE#GENERAL': 'positive'}]
"vị trà sữa béo ngậy , đảm_bảo ai ghiền machiato là thích lắm , mình thì thích uống trà pure hơn , nhưng lâu_lâu uống trà sữa béo cũng thích , thich cảm_giác mặn béo nhẹ_nhàng của cream , dai dai của trân_châu và giòn nhẹ của thạch ai , yu khi hút vào miệng .","['DRINKS#QUALITY', 'DRINKS#STYLE&OPTIONS']","[{'DRINKS#QUALITY': 'positive'}, {'DRINKS#STYLE&OPTIONS': 'neutral'}]"
"không_gian nhỏ phù_hợp cho việc gặp_gỡ , họp nhóm nha .",['AMBIENCE#GENERAL'],[{'AMBIENCE#GENERAL': 'negative'}]
"nhưng đen đá làm bánh tuyệt_vời , các sốt vs bánh vừa_miệng ko quá béo hay ngọt , hoà_quyện lắm nhen .","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS']","[{'FOOD#QUALITY': 'positive'}, {'FOOD#STYLE&OPTIONS': 'positive'}]"
vị rich chocolate cái này must try luôn cực ngon .,['FOOD#QUALITY'],[{'FOOD#QUALITY': 'positive'}]
hay bị hêt món .,['FOOD#STYLE&OPTIONS'],[{'FOOD#STYLE&OPTIONS': 'negative'}]
"chỉ có_điều ở trug tâm nên giữ xe khôg ngay quán đc mà phải đi xa hơn tí mới có bãi , nhưg cũng khá an_ninh nên oke chấp_nhận được .",['RESTAURANT#MISCELLANEOUS'],[{'RESTAURANT#MISCELLANEOUS': 'neutral'}]
"tuy_nhiên không_gian quán hơi nhỏ , nếu rộng hơn bây h thì sẽ thoải_mái hơn .",['AMBIENCE#GENERAL'],[{'AMBIENCE#GENERAL': 'negative'}]
"ngoài_ra mình thấy combo hải_sản khá ok , gồm tôm_càng , mực , hàu , cá_hồi được trang_trí thành chiếc thuyền rất đẹp .",['FOOD#STYLE&OPTIONS'],[{'FOOD#STYLE&OPTIONS': 'positive'}]
"ship tới phá lấu còn nóng_hổi , ko cần hâm lại vẫn dùng ngay được .",['FOOD#QUALITY'],[{'FOOD#QUALITY': 'positive'}]
mình thử loại trà earl gray dành cho ai thích vị trà đậm và trà hoa_cúc dành cho ai thích vị trà thanh mát .,['DRINKS#STYLE&OPTIONS'],[{'DRINKS#STYLE&OPTIONS': 'neutral'}]
"chung_quy_lại mọi thứ đều ngon , sạch và ổn lắm ạ .",['RESTAURANT#GENERAL'],[{'RESTAURANT#GENERAL': 'positive'}]
"về chè sương sa thích nhất vẫn là lớp sữa dừa dẻo thơm , ngầy_ngậy , quyện với thạch_lựu ăn rất ngon .","['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY']","[{'FOOD#STYLE&OPTIONS': 'positive'}, {'FOOD#QUALITY': 'positive'}]"
ếch ướp rất đậm_đà .,['FOOD#QUALITY'],[{'FOOD#QUALITY': 'positive'}]
"anh chủ người ý với nhân_viên nhiệt_tình , lịch_sự .",['SERVICE#GENERAL'],[{'SERVICE#GENERAL': 'positive'}]
"nhân_viên phục_vụ ok , nhưng pha_chế chưa được nhanh tay lắm , đợi hơi lâu .",['SERVICE#GENERAL'],[{'SERVICE#GENERAL': 'neutral'}]
khuyến_khích mọi người thử aiyu ở đây ngon nhắm luôn đó .,['DRINKS#QUALITY'],[{'DRINKS#QUALITY': 'positive'}]
"món ăn mình gọi top blade gr , với loại sốt là sốt nấm , sốt vang đỏ và sốt củ_cải ngựa .",['FOOD#STYLE&OPTIONS'],[{'FOOD#STYLE&OPTIONS': 'neutral'}]
phải gọi nước uống và thuế vat nữa .,['RESTAURANT#MISCELLANEOUS'],[{'RESTAURANT#MISCELLANEOUS': 'negative'}]
"địa_chỉ vũ tông phan khương trung mặt bờ sông mở thêm chi_nhánh này , ngay đầu phố đi qua đoạn ngã ba rẽ vào khương trung cũ khoảng m .",['LOCATION#GENERAL'],[{'LOCATION#GENERAL': 'neutral'}]
"lẩu ở đây giá_cả khá mềm , lại chất_lượng nữa , thịt bò úc cục ngon , các món hải_sản chất_lượng , rau , sushi .","['FOOD#STYLE&OPTIONS', 'FOOD#PRICES', 'FOOD#QUALITY']","[{'FOOD#STYLE&OPTIONS': 'neutral'}, {'FOOD#PRICES': 'positive'}, {'FOOD#QUALITY': 'positive'}]"
"thôi , tui lượn đi và sẽ không bao_giờ đến chi_nhánh này nữa vậy .",['RESTAURANT#GENERAL'],[{'RESTAURANT#GENERAL': 'negative'}]
uống thì mát lạnh nhưng hơi ngọt quá uống được gần nửa thì ngán chắc phải uống người may_ra mới hết .,['DRINKS#QUALITY'],[{'DRINKS#QUALITY': 'neutral'}]
cửa_hàng khá nhỏ không có chỗ để xe đâu .,"['RESTAURANT#MISCELLANEOUS', 'AMBIENCE#GENERAL']","[{'RESTAURANT#MISCELLANEOUS': 'negative'}, {'AMBIENCE#GENERAL': 'negative'}]"
lớp milk foam béo béo và phần bingsu thấm trà sữa ngọt vừa_phải ăn với nhau cực_kì hợp nhe .,"['DRINKS#STYLE&OPTIONS', 'DRINKS#QUALITY']","[{'DRINKS#STYLE&OPTIONS': 'positive'}, {'DRINKS#QUALITY': 'positive'}]"
sau sẽ thử chocolate vì thấy khá hấp_dẫn .,['FOOD#STYLE&OPTIONS'],[{'FOOD#STYLE&OPTIONS': 'positive'}]
ps quán mở nhạc hay lắm cơ lúc mình ăn toàn mở từ beyonce rồi ed sheeran k hà .,['RESTAURANT#MISCELLANEOUS'],[{'RESTAURANT#MISCELLANEOUS': 'positive'}]
"con e mình uống trà xanh sữa , còn mình uống hồng trà .",['DRINKS#STYLE&OPTIONS'],[{'DRINKS#STYLE&OPTIONS': 'neutral'}]
"giá_cả rất phù_hợp , theo mình là không đắt .",['RESTAURANT#PRICES'],[{'RESTAURANT#PRICES': 'neutral'}]
tuy_nhiên do mình đi đúng đợt mua tặng nên thấy bình_thường .,['RESTAURANT#GENERAL'],[{'RESTAURANT#GENERAL': 'neutral'}]
"nhưng thật_sự thật_sự , thất_vọng lắm ở đây mình muốn nói là chất_lượng của trà sữa .",['DRINKS#QUALITY'],[{'DRINKS#QUALITY': 'negative'}]
bao ngon luôn nhé .,['RESTAURANT#GENERAL'],[{'RESTAURANT#GENERAL': 'positive'}]
"nhạc hay , ko gian hiện_đại .","['AMBIENCE#GENERAL', 'RESTAURANT#MISCELLANEOUS']","[{'AMBIENCE#GENERAL': 'positive'}, {'RESTAURANT#MISCELLANEOUS': 'positive'}]"
"không_gian quán khá thoáng , trang_trí đơn_giản , tường trắng cho cảm_giác sạch_sẽ , mát_mẻ .",['AMBIENCE#GENERAL'],[{'AMBIENCE#GENERAL': 'positive'}]
rẻ mà ngon hơn nhiều quán mình từng thử .,"['RESTAURANT#PRICES', 'RESTAURANT#GENERAL']","[{'RESTAURANT#PRICES': 'positive'}, {'RESTAURANT#GENERAL': 'positive'}]"
"ở đây ngon nhất_là mì xào phá lấu nha thôi , lần nào đến đây chúc cũng gọi mì xào .","['FOOD#QUALITY', 'FOOD#PRICES']","[{'FOOD#QUALITY': 'positive'}, {'FOOD#PRICES': 'neutral'}]"
"thức uống đang có chương_trình ưu_đãi các món nước trong ngày , giá giảm dao_động từ đến k ly .","['DRINKS#PRICES', 'RESTAURANT#MISCELLANEOUS']","[{'DRINKS#PRICES': 'neutral'}, {'RESTAURANT#MISCELLANEOUS': 'positive'}]"
nhân_viên các bạn rất nhiệt_tình tư_vấn .,['SERVICE#GENERAL'],[{'SERVICE#GENERAL': 'positive'}]
được free nước sâm nè .,['RESTAURANT#MISCELLANEOUS'],[{'RESTAURANT#MISCELLANEOUS': 'positive'}]
"qán còn có xôi gà cơm các thứ , nói_chung là nhiều đồ .",['FOOD#STYLE&OPTIONS'],[{'FOOD#STYLE&OPTIONS': 'positive'}]
"mình cảm_giác nước sốt hơi mặn , kể_cả khi rưới vào cháo .","['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY']","[{'FOOD#STYLE&OPTIONS': 'neutral'}, {'FOOD#QUALITY': 'negative'}]"
thích nhất gà cay và mì bò của quán .,"['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY']","[{'FOOD#STYLE&OPTIONS': 'neutral'}, {'FOOD#QUALITY': 'positive'}]"
"sốt dầu trứng siêu siêuuu lạ và k hề bị tanh , k hề ngấy , màu_sắc lại đẹp đến khó tin í .","['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY']","[{'FOOD#STYLE&OPTIONS': 'positive'}, {'FOOD#QUALITY': 'positive'}]"
mì thơm xộc mũi .,['FOOD#QUALITY'],[{'FOOD#QUALITY': 'positive'}]
do quán không có trang_trí noel mà mình ngồi ngay cửa_kính nên đành ngắm đỡ quán bên đường cho có không_khí .,['AMBIENCE#GENERAL'],[{'AMBIENCE#GENERAL': 'neutral'}]
"ghiền nhất món này của gongcha , vị chua_chua ngọt ngọt uống hoài không ngán luôn , thêm phần trân_châu trắng nữa là ngon hết_sẩy .","['DRINKS#QUALITY', 'DRINKS#STYLE&OPTIONS']","[{'DRINKS#QUALITY': 'positive'}, {'DRINKS#STYLE&OPTIONS': 'positive'}]"
đủ các món hải_sản .,['FOOD#STYLE&OPTIONS'],[{'FOOD#STYLE&OPTIONS': 'positive'}]
"giá rẻ bèo , k , k phù_hợp vs học_sinh sinh_viên .",['RESTAURANT#PRICES'],[{'RESTAURANT#PRICES': 'positive'}]
"mình rất hay đi uống phúc long ở bitexco , và lần nào cũng chỉ món olong sữa .",['LOCATION#GENERAL'],[{'LOCATION#GENERAL': 'neutral'}]
"khoai nghiền hay khoai chiên ăn ko có j đặc_sắc , ko ngon luôn .","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS']","[{'FOOD#QUALITY': 'negative'}, {'FOOD#STYLE&OPTIONS': 'neutral'}]"
thịt cũng ko có thơm ngon ướp cũng ko đậm_đà .,['FOOD#QUALITY'],[{'FOOD#QUALITY': 'negative'}]
"mình đặt vỏ bánh mỏng ăn giòn giòn , phô_mai nhiều .",['FOOD#STYLE&OPTIONS'],[{'FOOD#STYLE&OPTIONS': 'positive'}]
"giá tô trung có khá nhiều thịt , tôm , bánh_tôm , tim gan .","['FOOD#STYLE&OPTIONS', 'FOOD#PRICES']","[{'FOOD#STYLE&OPTIONS': 'positive'}, {'FOOD#PRICES': 'neutral'}]"
cơ_mà không rây kĩ nên lúc uống còn lắng khá nhiều cặn hạt bên dưới .,['DRINKS#QUALITY'],[{'DRINKS#QUALITY': 'neutral'}]
bánh hải_sản trứng nướng còn sống nướng ẩu .,['FOOD#QUALITY'],[{'FOOD#QUALITY': 'negative'}]
"nhân_viên thân_thiện và dễ_thương , vụ hỏi mình giảm ngọt không là mình đã thấy tâm_lý lắm rồi ấy .",['SERVICE#GENERAL'],[{'SERVICE#GENERAL': 'positive'}]
"lúc trước mình thấy cho topping khá nhiều nhưng sao giờ cho có tí_tẹo , milkfoam cũng vậy nữa .",['DRINKS#STYLE&OPTIONS'],[{'DRINKS#STYLE&OPTIONS': 'negative'}]
chứ so với chất_lượng bánh thì k phải chê luôn .,['FOOD#QUALITY'],[{'FOOD#QUALITY': 'positive'}]
mình thích mè đen cực nên chọn trà sữa mè đen .,['DRINKS#QUALITY'],[{'DRINKS#QUALITY': 'neutral'}]
"trân_châu đen thì hơi fail , vì bị nhừ quá rồi .",['DRINKS#QUALITY'],[{'DRINKS#QUALITY': 'negative'}]
"quán nằm ở mặt đường gần với vincom , nhìn bên ngoài khá đẹp , lộng_lẫy .","['LOCATION#GENERAL', 'AMBIENCE#GENERAL']","[{'LOCATION#GENERAL': 'positive'}, {'AMBIENCE#GENERAL': 'positive'}]"
"nói_chung giá cũng khá cao nhưng chất_lượng thì phù_hợp với giá , chắc_chắn sẽ quag trở_lại để thưởng_thức thêm khi thèm cà_ri .","['FOOD#PRICES', 'FOOD#QUALITY']","[{'FOOD#PRICES': 'negative'}, {'FOOD#QUALITY': 'positive'}]"
mình gọi cái là new york crust còn cái là đế truyền_thống .,['FOOD#STYLE&OPTIONS'],[{'FOOD#STYLE&OPTIONS': 'neutral'}]
đáng để thử nếu thích uống trà sữa nói không với trân_châu .,['DRINKS#QUALITY'],[{'DRINKS#QUALITY': 'positive'}]
"lava chocolate bánh đem ra xấu kinh_khủng , thấy hơi hụt hẩng tẹo , cơ_mà chưa xẻ bánh mà sicula thơm ngào_ngạt rồi .","['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY', 'FOOD#PRICES']","[{'FOOD#STYLE&OPTIONS': 'negative'}, {'FOOD#QUALITY': 'positive'}, {'FOOD#PRICES': 'neutral'}]"
mình thích hải_sản nên loại này là hợp_nhất .,['FOOD#QUALITY'],[{'FOOD#QUALITY': 'positive'}]
tất_cả những gì liên_quan đến bánh thì đều hơi tệ .,['FOOD#QUALITY'],[{'FOOD#QUALITY': 'negative'}]
tổng_thể không đến mức xuất_sắc nhưng cũng không có gì chê .,['RESTAURANT#GENERAL'],[{'RESTAURANT#GENERAL': 'positive'}]
một trong những quán trà sữa ngon nhất mình từng uống .,['RESTAURANT#GENERAL'],[{'RESTAURANT#GENERAL': 'positive'}]
chỗ ồn_ào xe_cộ qua_lại bụi khói bẩn .,['AMBIENCE#GENERAL'],[{'AMBIENCE#GENERAL': 'negative'}]
"salad trộn ngon , dầu giấm thơm cho nhiều nữa dù salad có hơi ít mà tại tặng kèm .","['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY']","[{'FOOD#STYLE&OPTIONS': 'neutral'}, {'FOOD#QUALITY': 'positive'}]"
trà cũng ok thôi chưa quá xuất_sắc .,['DRINKS#QUALITY'],[{'DRINKS#QUALITY': 'positive'}]
"phải nói là vô_cùng hài_lòng về tất_cả , nhất_định mình sẽ quay lại .",['RESTAURANT#GENERAL'],[{'RESTAURANT#GENERAL': 'positive'}]
"nhân_viên cũng không mấy thân_thiện , mặt cứ hầm_hầm à .",['SERVICE#GENERAL'],[{'SERVICE#GENERAL': 'negative'}]
nổi_bật với biển xanh khá ấn_tượng .,['RESTAURANT#MISCELLANEOUS'],[{'RESTAURANT#MISCELLANEOUS': 'positive'}]
mình chưa ăn cajun bao_giờ nhưng món này thật_sự rất ngon rất đậm_đà rất hao bánh_mì .,['FOOD#QUALITY'],[{'FOOD#QUALITY': 'positive'}]
"trang_phục nhân_viên cũng đẹp mà lần nào cũng chỉ cảm_thấy kì nhất_là nhân_viên ở đây hiếm khi vui_vẻ , mặt lúc_nào cũng lạnh_lùng ấy .","['RESTAURANT#MISCELLANEOUS', 'SERVICE#GENERAL']","[{'RESTAURANT#MISCELLANEOUS': 'positive'}, {'SERVICE#GENERAL': 'neutral'}]"
theo mình thì giá quá đắt so với chất_lượng .,['RESTAURANT#PRICES'],[{'RESTAURANT#PRICES': 'negative'}]
"gọi trà sữa plan đá xay và soda đào , món tráng_miệng và toast pmai trứng muối chà bông .","['DRINKS#STYLE&OPTIONS', 'FOOD#STYLE&OPTIONS']","[{'DRINKS#STYLE&OPTIONS': 'neutral'}, {'FOOD#STYLE&OPTIONS': 'neutral'}]"
"được trang_trí khá đẹp , đặc_biệt là ở tầng với dàn đèn và hoa_hồng lung_linh , view nhìn thẳng ra nhà_thờ .",['AMBIENCE#GENERAL'],[{'AMBIENCE#GENERAL': 'positive'}]
"lúc đầu vô thấy đông sợ không có chỗ ngồi , nhưng_mà anh_chị nhân_viên cũng cố_gắng xếp bàn nhanh nhất có_thể nên là đợi cũng ' là có bàn rồi .","['RESTAURANT#GENERAL', 'SERVICE#GENERAL']","[{'RESTAURANT#GENERAL': 'neutral'}, {'SERVICE#GENERAL': 'positive'}]"
chả thì mùi lạ vị ko ngon và hơi bị nát .,"['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS']","[{'FOOD#QUALITY': 'negative'}, {'FOOD#STYLE&OPTIONS': 'negative'}]"
quán hàn buffet thịt nướng á .,['RESTAURANT#GENERAL'],[{'RESTAURANT#GENERAL': 'neutral'}]
"heo quay chay bỏ màu nhin đỏ lè , tàu phơ thì nước không , nước đường gừng phải cắt sợi , , món ngọt ở đây làm ngọt lém lun , món ăn sử_dụng wa nhiều dầu .","['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY']","[{'FOOD#STYLE&OPTIONS': 'negative'}, {'FOOD#QUALITY': 'negative'}]"
đang có ưu_đãi combo bánh và trà chỉ thui .,"['RESTAURANT#MISCELLANEOUS', 'RESTAURANT#PRICES']","[{'RESTAURANT#MISCELLANEOUS': 'positive'}, {'RESTAURANT#PRICES': 'neutral'}]"
"không_gian bên ngoài nhìn thoáng , cửa_kính to và trần cao nên ánh_sáng tự_nhiên khá đẹp .",['AMBIENCE#GENERAL'],[{'AMBIENCE#GENERAL': 'positive'}]
thu phí .,['RESTAURANT#MISCELLANEOUS'],[{'RESTAURANT#MISCELLANEOUS': 'negative'}]
hôm_nay uống lần thì bị đau bụng rất đau chứ không rêm rêm mình gọi ts earl grey vị theo mình là dở .,['DRINKS#QUALITY'],[{'DRINKS#QUALITY': 'negative'}]
xong rồi lúc mình trả tiền thì kiểu như thái_độ vì mình gây khó_dễ,['SERVICE#GENERAL'],[{'SERVICE#GENERAL': 'negative'}]
"quán rộng_rãi đẹp , có chỗ đỗ xe_hơi , nấu_ăn vưa miệng , đồ_ăn rất nhiều lại rất đẹp .","['AMBIENCE#GENERAL', 'RESTAURANT#MISCELLANEOUS', 'FOOD#QUALITY', 'FOOD#STYLE&OPTIONS']","[{'AMBIENCE#GENERAL': 'positive'}, {'RESTAURANT#MISCELLANEOUS': 'neutral'}, {'FOOD#QUALITY': 'positive'}, {'FOOD#STYLE&OPTIONS': 'positive'}]"
cả đều và vì đi mùng nên không có phụ_thu phí phục_vụ .,['RESTAURANT#PRICES'],[{'RESTAURANT#PRICES': 'positive'}]
điểm trừ tý xíu là đợi hơi lâu nhưng đáng với món ăn .,['SERVICE#GENERAL'],[{'SERVICE#GENERAL': 'negative'}]
đồ_ăn ngon .,['FOOD#QUALITY'],[{'FOOD#QUALITY': 'positive'}]
rong nho trong món salad mình thấy hơi mặn .,['FOOD#QUALITY'],[{'FOOD#QUALITY': 'negative'}]
mình đi người hé .,['RESTAURANT#PRICES'],[{'RESTAURANT#PRICES': 'neutral'}]
"mình mua bịch mà bỏ ra dĩa đầy , nói_chung là rất rẻ và ngon .","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'FOOD#PRICES']","[{'FOOD#QUALITY': 'positive'}, {'FOOD#STYLE&OPTIONS': 'positive'}, {'FOOD#PRICES': 'positive'}]"
"gà nóng giòn , thơm .",['FOOD#QUALITY'],[{'FOOD#QUALITY': 'positive'}]
"mê nhất_là tỏi băm vs ruốc ăn kèm , thơm_nức nở .","['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY']","[{'FOOD#STYLE&OPTIONS': 'neutral'}, {'FOOD#QUALITY': 'positive'}]"
mình xin thêm tương cà và tương_ớt mà chỉ cho thêm mỗi thứ bịch .,['FOOD#STYLE&OPTIONS'],[{'FOOD#STYLE&OPTIONS': 'negative'}]
khách đông kinh_khủng lắm nhưng được_cái phục_vụ nhanh tuy không_gian hơi nhỏ nên có phần nóng chút_xíu .,"['RESTAURANT#GENERAL', 'SERVICE#GENERAL', 'AMBIENCE#GENERAL']","[{'RESTAURANT#GENERAL': 'positive'}, {'SERVICE#GENERAL': 'positive'}, {'AMBIENCE#GENERAL': 'negative'}]"
"không_gian thì nhỏ cảm_thấy không thoải_mái lắm , chỉ được cái hơi sang thôi .",['AMBIENCE#GENERAL'],[{'AMBIENCE#GENERAL': 'neutral'}]
mình thử có món cà_ri nhưng chán k có gì đặc_sắc .,['FOOD#QUALITY'],[{'FOOD#QUALITY': 'negative'}]
giá_cả tuỳ từng sz nhưng tầm trở lên .,['RESTAURANT#PRICES'],[{'RESTAURANT#PRICES': 'neutral'}]
"quán rất to , dễ thấy nằm ngay đầu đường núi trúc .",['LOCATION#GENERAL'],[{'LOCATION#GENERAL': 'positive'}]
"kết_luận giá phải_chăng mà cũng ngon , ăn xong no không lết nổi về .","['RESTAURANT#PRICES', 'FOOD#QUALITY', 'FOOD#STYLE&OPTIONS']","[{'RESTAURANT#PRICES': 'positive'}, {'FOOD#QUALITY': 'positive'}, {'FOOD#STYLE&OPTIONS': 'positive'}]"
nhìn_chung đồ_ăn ngon .,['FOOD#QUALITY'],[{'FOOD#QUALITY': 'positive'}]
không_gian là cái cực_kỳ làm chỗ này ế .,['AMBIENCE#GENERAL'],[{'AMBIENCE#GENERAL': 'negative'}]
"viên bỏng ngô to tròn_xoe , ăn đẫm mồm luôn .",['FOOD#STYLE&OPTIONS'],[{'FOOD#STYLE&OPTIONS': 'positive'}]
"không_gian mở , quán có live acoustic nữa , giá_cả khá rẻ , rất nhiều người ngoại_quốc do ở trong khu thảo điền mà .","['AMBIENCE#GENERAL', 'RESTAURANT#GENERAL', 'RESTAURANT#MISCELLANEOUS', 'RESTAURANT#PRICES']","[{'AMBIENCE#GENERAL': 'positive'}, {'RESTAURANT#GENERAL': 'neutral'}, {'RESTAURANT#MISCELLANEOUS': 'positive'}, {'RESTAURANT#PRICES': 'positive'}]"
mình gọi uống nước cam giá tầm ly .,['DRINKS#PRICES'],[{'DRINKS#PRICES': 'neutral'}]
"phần bánh thập_cẩm của mình có bánh_đúc không ngon lắm , còn lại bánh_bèo , bánh ram ít , bánh bột lọc ổn , nói_chung không quá xuất_sắc , nước_mắm hơi ngọt so với khẩu_vị mình tí .","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS']","[{'FOOD#QUALITY': 'neutral'}, {'FOOD#STYLE&OPTIONS': 'neutral'}]"
